BJD - 2454833, Corrected Flux
2187.152954254, 1.055940892,
2187.173385709, 1.052108845,
2187.214248917, 1.054558496,
2187.234680372, 1.056782424,
2187.255112026, 1.055868730,
2187.275543580, 1.055982171,
2187.295975233, 1.056335765,
2187.316406687, 1.055324004,
2187.336838241, 1.056013879,
2187.357269894, 1.055039078,
2187.377701348, 1.054384681,
2187.398132901, 1.065805111,
2187.418564554, 1.054943630,
2187.438996008, 1.056048093,
2187.459427561, 1.055327420,
2187.479859214, 1.055633877,
2187.500290667, 1.054892118,
2187.520722219, 1.056114937,
2187.541153872, 1.055268091,
2187.561585325, 1.056704898,
2187.582016977, 1.059699323,
2187.622879982, 1.056880590,
2187.643311634, 1.055987402,
2187.663743186, 1.056451010,
2187.684174638, 1.058448681,
2187.704606290, 1.057314373,
2187.725037842, 1.056775551,
2187.745469293, 1.056182192,
2187.765900945, 1.057278600,
2187.786332496, 1.057537965,
2187.806764048, 1.059496620,
2187.827195599, 1.057900715,
2187.847627151, 1.057567296,
2187.868058802, 1.056369069,
2187.888490253, 1.057963208,
2187.929353455, 1.059353196,
2187.949785005, 1.059794833,
2187.970216456, 1.056946250,
2187.990648107, 1.058630728,
2188.011079657, 1.058510315,
2188.031511108, 1.059135501,
2188.051942758, 1.058589614,
2188.072374308, 1.058644541,
2188.092805758, 1.058367619,
2188.113237408, 1.059235706,
2188.133668958, 1.059494024,
2188.154100408, 1.059045064,
2188.174532058, 1.059140121,
2188.194963508, 1.060259311,
2188.215395157, 1.057088720,
2188.235826707, 1.059203491,
2188.256258156, 1.061017456,
2188.276689805, 1.060374313,
2188.297121355, 1.059312239,
2188.317552904, 1.061025262,
2188.337984453, 1.059749621,
2188.358416002, 1.059158247,
2188.378847551, 1.062053515,
2188.399279100, 1.059203244,
2188.419710649, 1.063123823,
2188.440142197, 1.059617931,
2188.460573846, 1.062387266,
2188.481005294, 1.059251417,
2188.501436943, 1.062201367,
2188.521868491, 1.058408374,
2188.542299939, 1.061139347,
2188.562731587, 1.062475529,
2188.583163135, 1.061280623,
2188.603594583, 1.061786452,
2188.624026231, 1.062117696,
2188.644457779, 1.065944674,
2188.664889227, 1.059922558,
2188.685320875, 1.062330934,
2188.705752422, 1.060222737,
2188.726183870, 1.059598032,
2188.746615517, 1.060899021,
2188.767047064, 1.061132718,
2188.787478712, 1.060840291,
2188.807910159, 1.061785987,
2188.828341706, 1.062469060,
2188.848773253, 1.062464924,
2188.869204800, 1.061067779,
2188.889636347, 1.060823986,
2188.930499440, 1.063474476,
2188.950930987, 1.062119499,
2188.971362633, 1.062773089,
2188.991794080, 1.063722709,
2189.012225626, 1.062568694,
2189.032657272, 1.062239179,
2189.093951911, 1.061007749,
2189.114383357, 1.062453168,
2189.134815003, 1.064598484,
2189.196109640, 1.064073829,
2189.216541186, 1.061491687,
2189.236972631, 1.063779056,
2189.257404277, 1.061822488,
2189.277835822, 1.063281435,
2189.298267367, 1.063064054,
2189.318698913, 1.061804714,
2189.339130458, 1.064077451,
2189.359562003, 1.064730163,
2189.379993548, 1.062414605,
2189.400425093, 1.064178194,
2189.420856738, 1.064581575,
2189.441288282, 1.062167908,
2189.461719727, 1.062825807,
2189.482151372, 1.064152349,
2189.502582916, 1.061736190,
2189.523014361, 1.065101671,
2189.543446005, 1.064355254,
2189.563877550, 1.064626628,
2189.584308994, 1.064767685,
2189.604740638, 1.064998805,
2189.625172083, 1.064826656,
2189.645603627, 1.064557831,
2189.666035271, 1.063922044,
2189.686466715, 1.065795266,
2189.706898359, 1.063835964,
2189.727329902, 1.064856589,
2189.747761346, 1.067315481,
2189.768192990, 1.066668863,
2189.788624533, 1.062836753,
2189.809056077, 1.062491357,
2189.829487620, 1.065926425,
2189.849919164, 1.066972969,
2189.870350707, 1.065914300,
2189.890782250, 1.065393342,
2189.911213794, 1.067866314,
2189.931645337, 1.066398970,
2189.952076980, 1.065193874,
2189.972508423, 1.067579672,
2189.992940066, 1.065938501,
2190.013371609, 1.065818548,
2190.033803052, 1.063240958,
2190.054234694, 1.062590261,
2190.074666237, 1.064015899,
2190.095097680, 1.064766119,
2190.115529322, 1.066534114,
2190.135960865, 1.067334587,
2190.176823950, 1.064987026,
2190.197255492, 1.065949815,
2190.217686934, 1.064942370,
2190.238118576, 1.071900284,
2190.258550019, 1.071753599,
2190.278981661, 1.067656121,
2190.299413203, 1.068286551,
2190.319844645, 1.066405436,
2190.340276286, 1.065908478,
2190.360707828, 1.069250015,
2190.381139370, 1.066314894,
2190.422002453, 1.064573611,
2190.442433995, 1.069126704,
2190.462865537, 1.069772065,
2190.483297078, 1.064307021,
2190.503728620, 1.067883262,
2190.544591702, 1.071711010,
2190.565023343, 1.068225274,
2190.585454885, 1.067372923,
2190.605886326, 1.070284428,
2190.646749508, 1.067635137,
2190.667180949, 1.067432972,
2190.687612590, 1.068382653,
2190.708044131, 1.067811047,
2190.728475571, 1.068184457,
2190.748907212, 1.067892207,
2190.769338753, 1.068565350,
2190.830633374, 1.065656864,
2190.851065015, 1.070388946,
2190.871496455, 1.067152121,
2190.891927996, 1.069476172,
2190.912359636, 1.069908544,
2190.932791076, 1.069031391,
2190.953222616, 1.070915816,
2190.973654257, 1.068997136,
2190.994085697, 1.067871770,
2191.014517237, 1.069476281,
2191.034948877, 1.069199456,
2191.055380317, 1.070725812,
2191.075811857, 1.067880346,
2191.096243496, 1.070190499,
2191.137106576, 1.068112092,
2191.157538116, 1.069563379,
2191.177969555, 1.072783529,
2191.198401195, 1.066346535,
2191.218832734, 1.070366146,
2191.239264174, 1.068532118,
2191.259695813, 1.070594012,
2191.280127353, 1.072319014,
2191.300558792, 1.065245590,
2191.320990431, 1.070602793,
2191.341421971, 1.070796786,
2191.361853510, 1.067671452,
2191.382285049, 1.070979791,
2191.402716588, 1.071307468,
2191.423148227, 1.071955660,
2191.443579766, 1.072852808,
2191.464011205, 1.070720646,
2191.484442844, 1.071110778,
2191.504874383, 1.073366209,
2191.525305822, 1.072029378,
2191.545737461, 1.071778595,
2191.566168999, 1.071172385,
2191.586600438, 1.073912464,
2191.627463515, 1.073464621,
2191.647895054, 1.072469506,
2191.668326693, 1.073371388,
2191.688758231, 1.071437315,
2191.709189770, 1.070795708,
2191.729621308, 1.071505785,
2191.750052746, 1.071266461,
2191.770484385, 1.073731258,
2191.790915923, 1.071637024,
2191.811347361, 1.073559857,
2191.831778999, 1.070968648,
2191.852210538, 1.072969729,
2191.872642076, 1.073877990,
2191.893073614, 1.074238683,
2191.913505152, 1.072115154,
2191.933936790, 1.072212610,
2191.954368228, 1.073349778,
2191.974799766, 1.072877890,
2191.995231404, 1.075646948,
2192.015662941, 1.071238761,
2192.036094379, 1.075714844,
2192.056526017, 1.072145202,
2192.076957555, 1.074312372,
2192.117820630, 1.074250640,
2192.138252168, 1.075397099,
2192.158683605, 1.075466574,
2192.179115243, 1.072200653,
2192.199546780, 1.076419713,
2192.219978418, 1.074399960,
2192.240409855, 1.075299454,
2192.260841393, 1.075820488,
2192.281273030, 1.074800380,
2192.301704467, 1.072319424,
2192.322136005, 1.074325481,
2192.342567642, 1.075353448,
2192.362999079, 1.075262504,
2192.383430616, 1.074181865,
2192.403862153, 1.074540644,
2192.424293691, 1.073698360,
2192.444725228, 1.075890900,
2192.465156765, 1.075519491,
2192.485588302, 1.075692077,
2192.506019939, 1.073805895,
2192.526451476, 1.077327479,
2192.546882913, 1.075375806,
2192.567314550, 1.076388833,
2192.608177523, 1.074936179,
2192.628609160, 1.077144959,
2192.649040697, 1.079570493,
2192.669472134, 1.076929693,
2192.689903770, 1.075346671,
2192.710335307, 1.075805031,
2192.730766944, 1.078340017,
2192.751198381, 1.074419111,
2192.771629917, 1.076819001,
2192.792061554, 1.074958072,
2192.873787600, 1.078876694,
2192.894219136, 1.076602629,
2192.914650773, 1.075620738,
2192.935082209, 1.078798008,
2192.955513745, 1.075459163,
2192.975945382, 1.078788614,
2192.996376818, 1.076102751,
2193.016808454, 1.077706634,
2193.037239991, 1.075305281,
2193.057671527, 1.077066498,
2193.098534599, 1.077358059,
2193.118966035, 1.080078033,
2193.139397672, 1.077881559,
2193.180260644, 1.076753566,
2193.200692280, 1.078802253,
2193.221123816, 1.078926478,
2193.241555452, 1.077220956,
2193.261986888, 1.077190272,
2193.282418424, 1.078156522,
2193.302850060, 1.076025937,
2193.343713032, 1.075989249,
2193.364144668, 1.078314624,
2193.384576104, 1.078614160,
2193.405007639, 1.078534092,
2193.425439275, 1.079102747,
2193.445870711, 1.077478535,
2193.466302247, 1.078708726,
2193.486733883, 1.079696126,
2193.507165418, 1.079711788,
2193.527596954, 1.078897979,
2193.548028490, 1.078089186,
2193.588891561, 1.078308240,
2193.609323097, 1.080302108,
2193.629754633, 1.078093944,
2193.650186268, 1.078288959,
2193.670617704, 1.076861155,
2193.691049240, 1.079905910,
2193.711480875, 1.080055170,
2193.731912311, 1.079330594,
2193.752343846, 1.078078368,
2193.772775382, 1.080957065,
2193.793206917, 1.078311594,
2193.834069988, 1.078815040,
2193.854501524, 1.079002672,
2193.874933159, 1.078257292,
2193.895364595, 1.080587778,
2193.915796130, 1.079930752,
2193.936227766, 1.081517381,
2193.956659201, 1.080136317,
2193.977090737, 1.079267718,
2193.997522372, 1.080646902,
2194.017953807, 1.080510221,
2194.038385443, 1.080708792,
2194.079248514, 1.079827567,
2194.099680049, 1.082397910,
2194.120111584, 1.080216803,
2194.140543120, 1.079950786,
2194.160974755, 1.081269894,
2194.181406190, 1.079933431,
2194.201837725, 1.079785813,
2194.222269361, 1.080738027,
2194.242700796, 1.082512268,
2194.263132331, 1.082487006,
2194.283563966, 1.080660479,
2194.303995402, 1.080913660,
2194.324427037, 1.082228776,
2194.344858572, 1.081395345,
2194.365290007, 1.081244315,
2194.385721643, 1.080975538,
2194.406153078, 1.083403139,
2194.426584613, 1.082444229,
2194.447016248, 1.082550903,
2194.467447683, 1.081878242,
2194.487879219, 1.080359410,
2194.508310854, 1.080778520,
2194.528742389, 1.086204851,
2194.569605459, 1.080551073,
2194.610468530, 1.080519314,
2194.630900065, 1.084243215,
2194.651331600, 1.080904606,
2194.671763235, 1.081674069,
2194.692194670, 1.083410729,
2194.712626205, 1.077487281,
2194.733057841, 1.082470576,
2194.753489276, 1.080920982,
2194.773920911, 1.083069624,
2194.814783881, 1.083188706,
2194.835215516, 1.082835395,
2194.855647051, 1.081870949,
2194.876078487, 1.082066208,
2194.896510122, 1.081350962,
2194.916941657, 1.083479875,
2194.937373092, 1.081397582,
2194.957804727, 1.084145750,
2194.978236262, 1.082240201,
2194.998667797, 1.081533877,
2195.019099332, 1.080888910,
2195.080393938, 1.081135587,
2195.100825473, 1.083035154,
2195.121257008, 1.081868221,
2195.141688543, 1.083167888,
2195.162120078, 1.084390898,
2195.182551614, 1.082064289,
2195.202983149, 1.082775245,
2195.223414684, 1.084382433,
2195.243846319, 1.081672479,
2195.264277754, 1.081006267,
2195.284709389, 1.083805341,
2195.305140925, 1.077542327,
2195.325572360, 1.084588019,
2195.346003995, 1.082774680,
2195.366435530, 1.083695303,
2195.386866965, 1.082891392,
2195.407298601, 1.082452153,
2195.427730136, 1.083683876,
2195.448161571, 1.083267755,
2195.468593206, 1.081179332,
2195.489024741, 1.082388653,
2195.509456377, 1.082297677,
2195.550319347, 1.083602917,
2195.570750982, 1.083814758,
2195.591182418, 1.084699496,
2195.611613953, 1.084237439,
2195.632045588, 1.084007385,
2195.652477024, 1.084945222,
2195.672908559, 1.085204490,
2195.693340194, 1.082816991,
2195.713771730, 1.084851749,
2195.734203265, 1.083181345,
2195.754634800, 1.084958645,
2195.795497871, 1.086276985,
2195.815929407, 1.084198865,
2195.836360842, 1.084472445,
2195.856792477, 1.083769529,
2195.877224013, 1.082481219,
2195.897655448, 1.084066416,
2195.918087084, 1.084721359,
2195.938518619, 1.087400510,
2195.958950255, 1.086547076,
2195.979381690, 1.086920250,
2195.999813226, 1.087695602,
2196.061107832, 1.085637905,
2196.081539468, 1.085028505,
2196.101970904, 1.085981689,
2196.122402439, 1.084012524,
2196.142834075, 1.082521398,
2196.163265510, 1.085897209,
2196.183697046, 1.083173425,
2196.204128682, 1.084299743,
2196.224560217, 1.086513779,
2196.244991753, 1.084951076,
2196.285854825, 1.086722269,
2196.306286360, 1.086871294,
2196.326717896, 1.089376195,
2196.347149432, 1.085367695,
2196.367581068, 1.087201816,
2196.388012504, 1.086221003,
2196.408444039, 1.086266041,
2196.428875575, 1.089063642,
2196.449307111, 1.087918039,
2196.469738747, 1.086816563,
2196.490170183, 1.089206062,
2196.531033355, 1.087391423,
2196.551464791, 1.086822236,
2196.571896327, 1.088516303,
2196.592327963, 1.088605517,
2196.612759399, 1.087353576,
2196.633190935, 1.088972236,
2196.653622571, 1.088374849,
2196.674054008, 1.087282405,
2196.694485644, 1.087053417,
2196.714917180, 1.082251510,
2196.735348716, 1.089517701,
2196.776211789, 1.088653741,
2196.796643325, 1.089254089,
2196.817074861, 1.088244998,
2196.837506398, 1.089713520,
2196.857937934, 1.090045230,
2196.878369570, 1.089213234,
2196.919232643, 1.089909228,
2196.939664180, 1.088222976,
2196.960095616, 1.091940186,
2196.980527253, 1.105560755,
2197.021390226, 1.087917283,
2197.041821862, 1.088778147,
2197.062253399, 1.088231988,
2197.082684836, 1.091066176,
2197.103116472, 1.093180080,
2197.123548009, 1.091467306,
2197.164411083, 1.089652686,
2197.184842519, 1.092325236,
2197.205274156, 1.090878535,
2197.225705693, 1.084685779,
2197.266568767, 1.091085782,
2197.287000304, 1.092974537,
2197.307431841, 1.092630890,
2197.327863378, 1.092255710,
2197.348294915, 1.091311862,
2197.368726552, 1.092279889,
2197.389158089, 1.089686422,
2197.409589526, 1.091559847,
2197.430021164, 1.090872653,
2197.450452701, 1.092336168,
2197.470884138, 1.094237187,
2197.593473563, 1.089799518,
2197.613905000, 1.091920693,
2197.634336538, 1.093329295,
2197.654768175, 1.092258344,
2197.675199613, 1.094225651,
2197.695631151, 1.094495815,
2197.716062788, 1.089847461,
2197.756925764, 1.097067942,
2197.777357402, 1.097167303,
2197.797788839, 1.094058462,
2197.818220477, 1.094321608,
2197.838651915, 1.095361737,
2197.859083553, 1.092451951,
2197.879515091, 1.093401918,
2197.899946529, 1.093239897,
2197.920378067, 1.095118243,
2197.940809705, 1.097815689,
2197.961241244, 1.093240150,
2198.002104320, 1.094836114,
2198.022535858, 1.095523352,
2198.042967397, 1.095335045,
2198.063398935, 1.095155762,
2198.083830473, 1.094739253,
2198.104262112, 1.094248005,
2198.124693550, 1.094083205,
2198.145125089, 1.095562187,
2198.165556727, 1.096392584,
2198.185988166, 1.095993425,
2198.206419705, 1.093814567,
2198.247282782, 1.093540264,
2198.267714421, 1.095371862,
2198.288145960, 1.095517111,
2198.308577399, 1.095435079,
2198.329009038, 1.100257014,
2198.349440577, 1.096502211,
2198.369872116, 1.099153543,
2198.390303655, 1.096632796,
2198.410735194, 1.095451143,
2198.431166733, 1.095471277,
2198.451598272, 1.094330112,
2198.492461351, 1.097498887,
2198.512892890, 1.095661896,
2198.533324430, 1.096454069,
2198.553755969, 1.098711845,
2198.574187509, 1.097293755,
2198.594619048, 1.097589652,
2198.615050688, 1.095278801,
2198.635482127, 1.094554149,
2198.655913667, 1.096038122,
2198.676345307, 1.096712122,
2198.696776747, 1.096815723,
2198.737639926, 1.098927014,
2198.758071366, 1.097951021,
2198.778503006, 1.099583682,
2198.798934546, 1.098492205,
2198.819365986, 1.098570110,
2198.839797627, 1.098444069,
2198.860229167, 1.097567725,
2198.880660607, 1.098186083,
2198.901092247, 1.098354456,
2198.921523788, 1.096424643,
2198.941955428, 1.096960922,
2199.003250050, 1.096935777,
2199.023681590, 1.097327876,
2199.044113031, 1.099879015,
2199.064544672, 1.099846316,
2199.084976213, 1.100173310,
2199.105407753, 1.097029227,
2199.125839294, 1.098877914,
2199.146270835, 1.099716597,
2199.166702376, 1.096133362,
2199.187133917, 1.099080321,
2199.227997000, 1.099563334,
2199.248428541, 1.096999476,
2199.268859982, 1.099829745,
2199.289291624, 1.098424221,
2199.309723165, 1.099259742,
2199.330154807, 1.097490682,
2199.350586248, 1.098822506,
2199.371017790, 1.098657198,
2199.391449431, 1.100477012,
2199.411880873, 1.101119173,
2199.432312415, 1.100231909,
2199.452744057, 1.101634503,
2199.473175499, 1.102902463,
2199.493607041, 1.101364118,
2199.514038683, 1.099240170,
2199.534470125, 1.103292862,
2199.554901767, 1.102007861,
2199.575333309, 1.101818993,
2199.595764851, 1.097471750,
2199.616196394, 1.100156009,
2199.636627936, 1.101695445,
2199.657059479, 1.098333196,
2199.677491021, 1.099437703,
2199.718354106, 1.100035091,
2199.738785749, 1.098114113,
2199.759217192, 1.098079210,
2199.779648835, 1.101248590,
2199.800080378, 1.098336772,
2199.820511821, 1.102273232,
2199.840943464, 1.100780647,
2199.861374907, 1.101976695,
2199.881806450, 1.102035515,
2199.902238093, 1.099536041,
2199.922669537, 1.101575616,
2199.963532723, 1.098827244,
2199.983964167, 1.101874625,
2200.004395810, 1.098713770,
2200.024827354, 1.101339727,
2200.045258798, 1.101221408,
2200.065690442, 1.101851322,
2200.086121985, 1.100985306,
2200.106553529, 1.102342138,
2200.126985073, 1.098689960,
2200.147416617, 1.100331722,
2200.167848261, 1.101870625,
2200.208711250, 1.099163472,
2200.229142894, 1.103497719,
2200.249574439, 1.098356828,
2200.270005883, 1.104150391,
2200.290437528, 1.102433171,
2200.310869072, 1.102340036,
2200.331300517, 1.104005928,
2200.351732162, 1.100214267,
2200.372163707, 1.102655999,
2200.392595352, 1.103945595,
2200.413026797, 1.100288473,
2200.453889987, 1.101719547,
2200.474321432, 1.104511636,
2200.494752977, 1.099918089,
2200.515184523, 1.101745706,
2200.535616068, 1.104015466,
2200.556047614, 1.101475762,
2200.576479159, 1.101440614,
2200.596910705, 1.103401913,
2200.617342351, 1.102670390,
2200.637773796, 1.102346631,
2200.658205342, 1.104301425,
2200.699068434, 1.104718738,
2200.719499980, 1.102938045,
2200.739931627, 1.102710844,
2200.760363073, 1.102816063,
2200.780794619, 1.102340535,
2200.801226266, 1.102773276,
2200.821657812, 1.104038755,
2200.842089359, 1.101860506,
2200.862520905, 1.104977845,
2200.882952452, 1.101097950,
2200.903384099, 1.102572865,
2200.944247093, 1.099141485,
2200.964678740, 1.104006836,
2200.985110187, 1.103073243,
2201.005541834, 1.102430635,
2201.025973382, 1.102711661,
2201.046404829, 1.104225192,
2201.066836476, 1.103403356,
2201.087268024, 1.104019352,
2201.107699472, 1.103482858,
2201.128131119, 1.103259982,
2201.148562667, 1.100213522,
2201.189425763, 1.104963665,
2201.209857311, 1.104138277,
2201.230288859, 1.102943243,
2201.250720407, 1.104095499,
2201.271151956, 1.103964659,
2201.291583504, 1.102499489,
2201.312015052, 1.100996670,
2201.332446601, 1.104927704,
2201.352878150, 1.103818662,
2201.373309698, 1.104745121,
2201.393741247, 1.110624657,
2201.434604345, 1.101526507,
2201.455035994, 1.103756656,
2201.475467543, 1.104496098,
2201.495898993, 1.104765695,
2201.516330642, 1.106161057,
2201.536762191, 1.105358548,
2201.557193641, 1.102352077,
2201.577625290, 1.104038799,
2201.598056840, 1.102665583,
2201.618488290, 1.101478429,
2201.638919940, 1.104779443,
2201.659351490, 1.105450737,
2201.679783140, 1.103516862,
2201.700214590, 1.106292218,
2201.720646140, 1.103716838,
2201.741077791, 1.103949007,
2201.761509241, 1.103789280,
2201.781940791, 1.104940931,
2201.802372442, 1.106418405,
2201.822803893, 1.107284010,
2201.843235543, 1.101924049,
2201.863667094, 1.104812953,
2201.884098545, 1.103704922,
2201.924961648, 1.104155851,
2201.945393199, 1.105128869,
2201.965824850, 1.104603713,
2201.986256402, 1.103359075,
2202.006687853, 1.105668007,
2202.027119505, 1.104553236,
2202.047551056, 1.104707992,
2202.067982608, 1.102571152,
2202.088414160, 1.112329957,
2202.108845712, 1.106369955,
2202.129277364, 1.104346528,
2202.170140369, 1.105614760,
2202.190572021, 1.104944139,
2202.211003474, 1.106040180,
2202.231435026, 1.107437329,
2202.251866679, 1.102756188,
2202.272298132, 1.105036551,
2202.292729784, 1.106407448,
2202.313161337, 1.105625914,
2202.333592791, 1.105560631,
2202.354024444, 1.111189227,
2202.415319104, 1.105802033,
2202.435750657, 1.103941441,
2202.456182311, 1.105921629,
2202.476613765, 1.105679917,
2202.497045319, 1.104587926,
2202.517476873, 1.104163899,
2202.537908427, 1.104631622,
2202.558339981, 1.104856374,
2202.578771535, 1.104912819,
2202.599203090, 1.104941861,
2202.619634644, 1.104366801,
2202.660497753, 1.102991555,
2202.680929408, 1.106037247,
2202.701360963, 1.104139848,
2202.721792418, 1.103376296,
2202.742224073, 1.103325838,
2202.762655628, 1.104898220,
2202.783087084, 1.107250427,
2202.803518739, 1.106848617,
2202.823950294, 1.102702025,
2202.844381750, 1.105058315,
2202.864813406, 1.104639720,
2202.926108074, 1.102421347,
2202.946539630, 1.105880525,
2202.966971286, 1.104009688,
2202.987402742, 1.105062978,
2203.007834299, 1.105096887,
2203.028265956, 1.103906171,
2203.048697412, 1.104979528,
2203.069129069, 1.104414849,
2203.089560626, 1.104088159,
2203.109992183, 1.103263237,
2203.150855297, 1.103392312,
2203.171286855, 1.104031959,
2203.191718412, 1.105561590,
2203.212149970, 1.104597125,
2203.232581527, 1.105074339,
2203.253013085, 1.103249452,
2203.273444643, 1.104520952,
2203.293876301, 1.102803084,
2203.314307759, 1.102434643,
2203.334739317, 1.105487537,
2203.355170976, 1.104208028,
2203.396033993, 1.106783484,
2203.416465651, 1.103362267,
2203.436897110, 1.102255726,
2203.457328669, 1.105656103,
2203.477760328, 1.103561414,
2203.498191787, 1.104339945,
2203.518623447, 1.104038251,
2203.539055006, 1.105054318,
2203.559486465, 1.104831692,
2203.579918125, 1.103593871,
2203.600349685, 1.104977881,
2203.641212805, 1.105678303,
2203.661644365, 1.108889107,
2203.682076025, 1.101202192,
2203.702507485, 1.103934876,
2203.722939046, 1.102416517,
2203.743370706, 1.104735235,
2203.763802267, 1.105407042,
2203.784233727, 1.103925888,
2203.804665388, 1.103249225,
2203.825096949, 1.103751797,
2203.845528410, 1.104574171,
2203.886391633, 1.101120389,
2203.906823195, 1.102793292,
2203.927254756, 1.105715566,
2203.947686218, 1.105222851,
2203.968117880, 1.104291416,
2203.988549442, 1.102432156,
2204.008980904, 1.102336474,
2204.029412566, 1.103385374,
2204.049844128, 1.103908189,
2204.070275591, 1.108800482,
2204.090707253, 1.103404634,
2204.131570479, 1.105993166,
2204.152001942, 1.101812628,
2204.172433505, 1.105719757,
2204.192865168, 1.104256494,
2204.213296631, 1.102901192,
2204.233728195, 1.101709614,
2204.254159858, 1.100777450,
2204.274591422, 1.102221501,
2204.295022986, 1.101722331,
2204.315454550, 1.101780932,
2204.335886114, 1.102091374,
2204.376749242, 1.104025918,
2204.397180807, 1.102413909,
2204.417612371, 1.102575209,
2204.438043936, 1.099923371,
2204.458475501, 1.100704993,
2204.478907166, 1.098551861,
2204.499338631, 1.101039769,
2204.519770296, 1.099507249,
2204.540201761, 1.099753968,
2204.560633327, 1.099624140,
2204.581064992, 1.099614337,
2204.621928024, 1.099293489,
2204.642359690, 1.099495885,
2204.662791156, 1.099591179,
2204.683222822, 1.099796049,
2204.703654388, 1.099221311,
2204.724085855, 1.102180519,
2204.744517521, 1.100701361,
2204.764949088, 1.099588673,
2204.785380555, 1.103555478,
2204.805812222, 1.101486309,
2204.826243789, 1.100788625,
2204.867106924, 1.099643160,
2204.887538491, 1.101094272,
2204.907970159, 1.102176420,
2204.928401727, 1.101375346,
2204.948833195, 1.100997001,
2204.969264863, 1.102087421,
2204.989696431, 1.099956472,
2205.010127899, 1.098697444,
2205.030559568, 1.100563080,
2205.050991136, 1.100593536,
2205.071422605, 1.099665781,
2205.112285843, 1.099710826,
2205.132717512, 1.101789341,
2205.153148981, 1.102116064,
2205.173580551, 1.101448912,
2205.194012120, 1.100583116,
2205.214443690, 1.099115235,
2205.234875260, 1.100767296,
2205.255306830, 1.099968271,
2205.275738400, 1.099119413,
2205.296170070, 1.098872320,
2205.316601541, 1.102595390,
2205.357464782, 1.103778901,
2205.377896253, 1.098445131,
2205.398327823, 1.102604024,
2205.418759495, 1.103812655,
2205.439190966, 1.102923791,
2205.459622537, 1.099603001,
2205.480054209, 1.097069443,
2205.500485780, 1.099801546,
2205.520917352, 1.097339689,
2205.541348924, 1.098959412,
2205.561780496, 1.097619510,
2205.623075213, 1.098416893,
2205.643506886, 1.100632286,
2205.663938358, 1.099324905,
2205.684369931, 1.099045969,
2205.704801604, 1.099946939,
2205.725233078, 1.100278708,
2205.745664751, 1.102328565,
2205.766096324, 1.100531553,
2205.786527798, 1.098377667,
2205.806959472, 1.099332534,
2205.847822520, 1.102161317,
2205.868254194, 1.099597832,
2205.888685768, 1.100693123,
2205.909117343, 1.100950170,
2205.929548917, 1.101023102,
2205.949980392, 1.095212639,
2205.970412067, 1.101371298,
2205.990843642, 1.097871995,
2206.011275217, 1.098660337,
2206.031706793, 1.094988313,
2206.052138368, 1.099596303,
2206.113433096, 1.098146679,
2206.133864772, 1.098212887,
2206.154296348, 1.098533062,
2206.174727825, 1.099578587,
2206.195159501, 1.098818961,
2206.215591078, 1.097635929,
2206.236022555, 1.099123267,
2206.256454232, 1.095080142,
2206.276885809, 1.100948751,
2206.297317486, 1.093656001,
2206.338180541, 1.098031202,
2206.358612219, 1.097723544,
2206.379043697, 1.098192107,
2206.399475275, 1.097663439,
2206.419906954, 1.098646526,
2206.440338432, 1.098500148,
2206.460770010, 1.099188708,
2206.481201689, 1.095446059,
2206.501633168, 1.097930365,
2206.522064847, 1.099278321,
2206.542496426, 1.100265019,
2206.583359585, 1.100380464,
2206.603791065, 1.098724126,
2206.624222644, 1.098768194,
2206.644654324, 1.096533879,
2206.665085804, 1.099549242,
2206.685517385, 1.099304416,
2206.705949065, 1.099706956,
2206.726380646, 1.100043830,
2206.746812226, 1.097752142,
2206.767243807, 1.097160039,
2206.787675388, 1.098115253,
2206.828538551, 1.095511637,
2206.848970132, 1.099572423,
2206.869401814, 1.098176603,
2206.889833296, 1.099156583,
2206.910264978, 1.099417955,
2206.930696560, 1.099280461,
2206.951128042, 1.097074938,
2206.971559725, 1.097089629,
2206.991991307, 1.098175812,
2207.012422790, 1.100051402,
2207.032854473, 1.095562257,
2207.073717539, 1.100611035,
2207.094149223, 1.098990275,
2207.114580806, 1.098813022,
2207.135012490, 1.096633409,
2207.155443974, 1.099763843,
2207.175875558, 1.100749658,
2207.196307242, 1.101080419,
2207.216738727, 1.098272301,
2207.237170311, 1.098396844,
2207.257601896, 1.097935192,
2207.278033581, 1.098963053,
2207.318896751, 1.097854107,
2207.339328236, 1.099777407,
2207.359759922, 1.100850497,
2207.380191508, 1.100297204,
2207.400622994, 1.098380932,
2207.421054680, 1.117234218,
2207.441486266, 1.100109354,
2207.461917752, 1.101412266,
2207.482349439, 1.099440146,
2207.502781025, 1.099153367,
2207.564075787, 1.096352851,
2207.584507474, 1.100687201,
2207.604938962, 1.098655005,
2207.625370549, 1.099493546,
2207.645802237, 1.099093909,
2207.666233725, 1.099322121,
2207.686665313, 1.098961309,
2207.707097002, 1.097492394,
2207.727528490, 1.097165543,
2207.747960179, 1.100556283,
2207.768391768, 1.100835306,
2207.809254946, 1.099092045,
2207.829686536, 1.096616513,
2207.850118125, 1.097724630,
2207.870549715, 1.099050311,
2207.890981305, 1.097715961,
2207.911412895, 1.101900655,
2207.931844485, 1.099414870,
2207.952276076, 1.103449144,
2207.972707667, 1.099774739,
2207.993139257, 1.100667998,
2208.013570848, 1.098634091,
2208.054434031, 1.099463812,
2208.074865622, 1.098482570,
2208.095297314, 1.100753363,
2208.136160498, 1.099798713,
